tokens	ner_tags
['senden', 'eksik', 'kalan', 'yanımı', 'şarkılarla', 'dolduruyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['DOKUZ', 'EYLÜL', 'ÜNİVERSİTESİ', '(', 'İZMİR', ')', ':', ')', ')']	['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O']
['Ne', 'zaman', 'mesaj', 'atmaktan', 'veya', 'whatsapptan', 'yazmaktan', 'vazgeçeceksiniz', 'a', 'dostlar', 'whatsapp']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC']
['#', 'SenHerZaman', 'kalbimizdesin', '#', 'MustafaKemalAtatürk']	['O', 'O', 'O', 'O', 'B-PERSON']
['Benim', 'halen', 'uykum', 'var', '^', '^']	['O', 'O', 'O', 'O', 'O', 'O']
['Jülide', 'Özçelik', '-', 'Sebep', ':']	['B-PERSON', 'I-PERSON', 'O', 'O', 'O']
['cani', 'topugundaymis']	['O', 'O']
['Abiler', 'oldu', 'kurabiye']	['O', 'O', 'O']
['Bu', 'havada', 'grip', 'olmak', 'tövbe', 'tövbe', ':', 'D', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beye', 'bey', 'denır', 'onune', 'gelene', 'bey', 'dıyenı']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['is', 'görüşmesinde', '.']	['O', 'O', 'O']
['Bu', 'aralar', 'çok', 'hamileyim', '.']	['O', 'O', 'O', 'O', 'O']
"['I', ""'"", 'm', 'at', 'Afium', 'Cinemovie', 'Sinemaları', '(', 'Afyonkarahisar', ')']"	['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O']
['müzikte', 'rekabet', 'olmaz', ',', 'şu', 'konuda', 'bi', 'anlaşalım', 'da']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['çocuklarini', 'katlederken', 've', 'aç', 'susuz', 'iskenceler', 'yaparken', 'bizim', 'camilermizdeki', 'DiyanetinHutbesi', 'ÜmmeteHakarettir', 'Diyanet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Eski', 'Kelimeler', ',', 'Döndürüyor', 'Başımı', 'Sen', 'Söyleyince', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Sabah', 'sabah', ""'"", ""'"", 'Ben', 'halan', 'denizdeyiz', 'oo', 'harika', ""'"", ""'"", 'diye', 'mesaj', 'aldım', '.', 'Garip', 'insanlar', 'yine', 'beni', 'buluyor', 'tam', 'gaz', 'devam']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sensiz', 'diyor', ',', 'yasanmıyor', 'aşk', 'bu', 'olsa', 'gerek']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['derler', 'ki', 'unutmalı', 'zamana', 'bırakmalı', 'nasıl', 'olsa', 'sarılır', 'yaralar', 'bir', 'gün', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Uyuyorum', 'ben', 'biraz', ':', ')']	['O', 'O', 'O', 'O', 'O']
['Kadın', 'vardır', 'yiğit', 'doğurur', ',', 'oymağı', 'Devlet', 'eder', ';', 'Kadın', 'vardır', 'it', 'doğurur', 'memlekete', 'dert', 'eder', '!', '-', 'Türk', 'Atasözü', '-']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['en', 'büyük', ',', 'en', 'kazançlı', 'eylem', 'nefse', 've', 'şeytana', 'direnmekse', '#', 'HaydiGençlerİTİKAFa']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['yeter', 'artik', 'ya', '.', '.', ':', '/']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hayatın', 'anlamı', ',', 'ağacın', 'anlamıyla', 'aynıdır', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bu', 'akşamda', 'koşturmadan', 'iftar', 'yapamıcam', ':', '(']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['bende', 'arın', 'cem', 'adrian', 'konserine', 'gidiyorum', 'yaniiiii', 'öhöm', 'öhöm']	['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']
"['İyikiDoğdunAslanYürekli', 'SabriSarıoğlu', 'doğum', 'sırasında', 'bile', 'hastahaneyi', 'tutturamayan', 'sarbi', ""'"", ""'"", 'huyum', 'bu', 'ne', 'yapayım', ""'"", ""'"", 'dedi', '.', '.']"	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tuğçe', 'Kazaz', ':', 'Oruçlu', 've', 'Huzurluyum']	['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']
['kuzenime', ',', 'dayımın', 'evladı', 'diyorum', 'çünkü', 'gerçekten', 'de', 'dayımın', 'evladıı', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sessizce', 'bi', 'cigara', 'yakardım', ',', 'parmaklarımın', 'ucunu', 'yakardım', ',', 'Kirpiklerimi', 'eğerdim', 'bakardım', ',', 'İçin', 'ürperirdi', '.', '.', 'Felaketin', 'olurdu', 'ağlardın', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ne', 'diyordu', 'yazar', ';', 'Ve', 'unutma', 'ki', 'güvenilmek', ',', 'Sevilmekten', 'daha', 'büyük', 'bir', 'iltifattır', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İyikiDoğdunAslanYürekli', 'SabriSarıoğlu', '.']	['O', 'B-PERSON', 'O']
['O', 'kazandıgınız', 'universitede', 'çirkin', 'kız', 'yada', 'erkek', 'olsun', 'bakalım', 'yine', 'kazandıgınız', 'için', 'bu', 'kadar', 'sevinecek', 'misiniz', 'D', ':', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Aklıma', 'hep', 'bu', 'saatte', 'geliyorsun', '.', 'Bu', 'saatte', 'işte', ':', 'Az', 'önce', ',', 'şimdi', ',', 'biraz', 'sonra', '.', '.', '.', 'Hep', 'bu', 'saatte', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['EN', 'ÇOKTA', 'MSN', ""'"", 'DE', 'KONUŞTUĞUM', 'GÜNLERİ', 'ÖZLÜYORUM']"	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']
['#', 'AşkKapıyıÇalarsa', 'kapısız', 'kalırız', '.', 'net', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Huysuz', 've', 'tatli', 'kadin', 'tamam', 'da', '.', '.', 'huysuz', 've', 'tatli', ',', 'adam', 'da', 'yanyana', 'gelmiyor', 'gelemiyor', 'sanki', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sherlock', 'Holmes', 'bile', 'kadın', 'zekasına', 'karşı', 'koyamadıysa', ',', 'şimdi', 'biraz', 'susun', 'beyler', '.']	['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Değiştiremeyeceğin', 'şeyler', 'için', 'üzülme', '.']	['O', 'O', 'O', 'O', 'O']
['kimine', 'can', 'feda', 'kimine', 'bir', 'elvada', 'diyemeden', 'de', 'bitirebiliyor']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Her', 'ailenin', 'fotoğraf', 'albümünde', 'illaki', 'bir', 'tane', 'permalı', 'anne', 'vardır', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Birlikte', 'çok', 'mutlu', 'olabiliriz']	['O', 'O', 'O', 'O']
['Vapur', 'en', 'guzel', 'toplu', 'tasima', 'araci', '.', 'Kadikoy', '-', 'kabatas', 'da', 'en', 'guzel', 'hat', 'bence']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']
['Güzel', 'bir', 'gündü', 'ama', 'keşke', 'kovulmasaydık', ':', 'D', 'kötü', 'ev', 'sahibi', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['şimdiii', 'lost', 'zamanı']	['O', 'B-MISC', 'O']
['#', 'nobeticinankaradayiz', 'bizde', 'geliyoruz', 'ankara']	['O', 'O', 'O', 'O', 'B-LOCATION']
['Safiye', '-', 'Faik', 'Aşkı', 'Şov', 'Muydu', '?', '-', 'Garage', 'Magazin', '/', 'Magazin', 'Sitesi', '/', 'Aylık', 'Magazin', 'Dergisi']	['B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Daha', 'kayıt', 'bile', 'yaptırmadan', 'sosyal', 'ağlarda', 'öğrenim', 'bilgilerini', 'güncelleyen', 'bir', 'nesille', 'daha', 'karşı', 'karşıyayız']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Şu', 'an', 'işten', 'çıkıp', 'eve', 'gidip', 'yatmak', 'için', '1000tl', 'verirdim', '.', 'Ama', '1000', 'tl', 'vereceklerse', 'de', 'gelip', 'çalışırdım', '.', 'Poff', 'döndük', 'yine', 'en', 'başa', ':', '(']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Besiktas', 'diyorum', 'iyiki', 'var']	['B-ORGANIZATION', 'O', 'O', 'O']
"['""', 'O', 'söylüyorsa', 'doğrudur', '""', 'diyeceğimiz', 'kadar', 'emin', 'insanlara', 'ihtiyacımız', 'var', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ya', 'konuşcak', 'biri', 'yok', 'mu', '?']	['O', 'O', 'O', 'O', 'O', 'O']
['Neden', 'rüyalarda', 'hep', 'görmek', 'istemediğimiz', 'şeyleri', 'görüyoruz', 'ki', '.', '.', 'ya', 'da', 'tam', 'tersi', 'kendimize', 'bile', 'söyleyemediklerimizi', 'görüyoruz', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['IPhone', '6', 'kablosuz', 'şarj', 'olacakmış', ',', '7', 'bulaşık', 'yıkayabilcekmiş', ',', '8', 'açık', 'kalp', 'ameliyatı', 'yapabilcekmiş', ',', '9iyilerin', 'dostu', 'kötülerin', 'düşmanı', 'olcakmış', 'Aç']	['B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Iste', 'bunlar', 'hep', 'aska', 'inanmadigim', 'icin', ';', 'D', ':', 'AS', ':', 'AF', ':', 'AF', ':', 'FS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['PEKİ', 'PEKİ', 'ANLADIK', 'HER', 'ŞEYDEN', 'SEN', 'ANLARSIN']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['demi', 'yi', 'unutma', 'dık']	['B-PERSON', 'O', 'O', 'O']
['Ohh', 'be', 'hallettim', ':', 'D']	['O', 'O', 'O', 'O', 'O']
['Söndürün', 'kalbimi']	['O', 'O']
['İnsanları', 'görmemezlikten', 'gelmeyi', 'o', 'kadar', 'iyi', 'başarıyorum', 'ki']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Miley', ""'"", 'nin', 'profil', 'resmi', 'ne', 'ki', 'öyle']"	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Halil', ""'"", 'e', 'olan', 'sempatim', 'arttı', ':', 'D']"	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Fena', 'sıkıldım', ':', '/']	['O', 'O', 'O', 'O']
['Su', 'konaktaki', 'cankurtaranlik', 'seyine', 'katilmadigim', 'icin', 'pisman', 'oldugum', '2856553853554', 'an']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['çok', 'mutlu', 'olabiliyor', 'muyuz', '?']	['O', 'O', 'O', 'O', 'O']
['Hiç', 'gitmeyeceğini', 'düşünerek', 'sevdim', ',', 'hiç', 'gelmeyeceğini', 'bilerekte', 'bekliyorum', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beni', 'Öyle', 'Alıştırdın', 'ki', 'Yokluğuna', ';', '-', 'Şimdi', 'Öl', 'İstersen', '.', '.', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hayır', 'demek', 'kolaydır', 'çünkü', 'evet', 'denilence', 'yapılacak', 'iş', 'çıkacaktır', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Yüz', 'Lira', 'İle', 'Evlenilmez']	['O', 'O', 'O', 'O']
['Kahrolsun', 'basa', 'vuran', 'dis', 'agrisi']	['O', 'O', 'O', 'O', 'O']
['Iron', 'konseri', 'varken', 'ders', 'calismak', 'boyle', 'adaletin', '.', '.', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Rüyama', 'devam', 'ettim', '3', 'kere', 'gerçekle', 'rüya', 'arasında', 'gidip', 'geldim', 'uykumu', 'düzene', 'sokmam', 'lazım', 'artık', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ben', 'anneme', 'bulaşık', 'çıkmasın', 'diye', 'suyu', 'sürahiden', 'içiyorum', 'gelmis', 'bna', 'dyor', 'insan', 'ol', '.', 'bu', 'kadına', 'iylikte', 'yaramıyor', 'yah', ':', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['6', 'saat', 'uyudum', 'tabii', 'sinirli', 'olabilirim']	['O', 'O', 'O', 'O', 'O', 'O']
['Tamam', 'da', 'seneye', 'bizde', 'kazandığımız', 'üniversiteyi', 'buraya', 'yazıcaz', 'nedir', 'yani']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Az', 'yemek', 'yicektim', 'sonra', 'bir', 'baktım', 'oruçluyum']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Salih', 'Müslim', 'Davutoğlu', 'ile', 'görüşecek', '!', '|', 'ANF']	['B-PERSON', 'I-PERSON', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Beni', 'hastanede', 'konuşturmayınnnnnnnnnnn']	['O', 'O', 'O']
['kime', 'baksam', 'iconunda', 'ashley', 'benson', 'var', 'neler', 'oluyor']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']
['#', 'ÇıldırtanSorular', 'susuzluğumu', 'giderecek', 'kadar', 'su', 'içsen', 'orucum', 'bozulurmu', '?', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Los', 'Angeles', 'güne', 'yağmurla', 'başlıyor', '.', '.', 'Yanımda', 'sadece', 'tshirt', 'getirmeyeydim', 'iyiydi', ':', ')']	['B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İnsan', 'bittiğine', ',', 'gittiğine', ',', 'dönmiycene', 'inanamıyor', 'nedense']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sevdiğini', 'asla', 'hayatının', 'temeline', 'oturtma', 'sadece', 'baş', 'tacı', 'yap', ',', 'Hayatın', 'temeli', 'yaparsan', 'eğer', 'temel', 'gittiğinde', 'yıkılıp', 'çökersin']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bulutlar', 'bu', 'dunya', 'icin', 'fazla', 'guzeller']	['O', 'O', 'O', 'O', 'O', 'O']
['Yumurtasız', 'twitter', 'daha', 'sağlıklı', '.', '.', 'bye', 'bye', 'civcivler', ':', ')']	['O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hayat', 'paylaşınca', 'değil', ',', 'umursamayınca', 'güzel', 've', 'ben', 'umursamam']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['slm', 'damla', 'ben', 'kartenesinin', 'ablasl', 'yagmur', 'damlasl', 'seni', 'begenerek', 'izliliyorum', 'basarilarnızin', 'devam', 'ini', 'diler', 'im']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BENİ', 'SEVEN', 'RT', 'YAPSIN', '.']	['O', 'O', 'O', 'O', 'O']
['şu', 'edward', 'bella', 'konuşma', 'şeysini', 'yazmayan', 'kaldı', 'mı']	['O', 'B-PERSON', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']
['yaklasık', '15', 'saattır', 'yataktayım', 'sag', 'tarafım', 'curudu', 'sanırım', 'elım', 'telefonun', 'seklını', 'aldı', 'resmen']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Millet', 'oyun', 'isteği', 'gönderir', 'gönderir', 'sorun', 'olmaz', ',', 'biz', 'gonderince', 'sorun', 'olur', 'anlayamıyorum', 'şu', 'insanları', '.', '.', 'Oyuna', 'davet', 'ediyoruz', 'savaşa', 'değil', ':', ')', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['SEVGİLİSİ', 'OLUNCA', 'ARKADAŞLARINI', 'SATAN', 'İNSAN', 'SAMİMİYETSİZLİĞİ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Gidiyorum', 'diye', 'üzülme', 'aşkımı', 'bıraktım', 'sana', ',', 'kalbimi', 'bıraktım', 'sana', ',', 'ama', 'gitmek', 'gerekirmiş', 'istenmeyen', 'yerde', 'durulmazmış']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bazi', 'seyler', 'gercekten', 'sacmalik']	['O', 'O', 'O', 'O']
['Bütün', 'yemek', 'programlarını', 'izleyip', ',', 'hala', 'yemek', 'yapamayan', 'bir', 'insan', 'var', 'mı', 'demeyin', 'ben', 'varım']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Lütfen', 'birisi', 'Cemil', 'Çiçek', 'Sean', 'Penn', ""'"", 'e', '""', 'Oscar', ""'"", 'ları', 'var', 'diye', 'ahkam', 'kesmesinler', '""', 'demedi', 'desin', '.', 'Bunu', 'dediyse', 'ülkeyi', 'terkedelim', '.', '.', '.', '.']"	['O', 'O', 'B-PERSON', 'I-PERSON', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Batan', 'güneşin', 'olduğu', 'taraf']	['O', 'O', 'O', 'O']
['bana', 'ihtiyacı', 'olmayan', 'kimseye', 'ihtiyacım', 'yok', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Neden', 'herkes', 'kendini', 'düşünüyo', '?', '?', 'neden', 'herkes', 'bu', 'kadar', 'bencil', '?', '?', 'Babam', 'bu', 'kadar', 'güzel', 'pasta', 'yapmayı', 'nerden', 'öğrendi', '?', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Benim', 'Hogwarts', 'mektubum', 'ne', 'tür', 'bi', 'trafiğe', 'takıldı', 'da', 'gelemedi', 'bu', 'kadar', 'sene', '?']	['O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['sıkıcı', 'günlerden', 'biri', 'daha']	['O', 'O', 'O', 'O']
['Emine', 'Çeliker', 'candıır']	['B-PERSON', 'I-PERSON', 'O']
"['Yarın', 'akşam', 'Şile', 'Değirmen', 'Çayırı', 'köyünde', 'toplu', 'iftar', 'daveti', 'var', '.', 'Geçen', 'akşam', 'da', 'Muhtar', 'Nedim', ""'"", 'in', 'iftar', 'davetine', 'iştirak', 'ettik', ',', 'Harika', 'oldu', 'köyü', 'Nedim']"	['O', 'O', 'B-LOCATION', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOCATION', 'B-PERSON']
['BAZEN', 'SENİ', 'MUTLULUKTAN', 'HAVALARA', 'UÇURUR', 'AMA', 'ANLARSIN', 'Kİİ', 'BUGUNUN', 'YARINI', 'DA', 'VARMIŞ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Çook', 'güzel', 'uyumuşum', 'lan', 'kendime', 'geldim', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bir', 'kadın', 'güçlüdür', 'aslında', '.', 'Hatta', 'erkeklerden', 'çok', 'daha', 'güçlüdür', ';', 'Ama', 'ister', 'ki', ',', 'erkeğin', 'gücü', 'kendisine', 'huzur', 'versin']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bazı', 'şeyler', 'için', 'iyi', 'olmak', 'yetmiyormuş']	['O', 'O', 'O', 'O', 'O', 'O']
"['Al', 'izmiri', ""'"", 'e', 'tepe', 'tepe', 'kullan', ':', ')', 'izmir']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['Sakın', 'ağlama', '!', 'Çünkü', 'sen', 'ağlarsan', 'düşmanların', 'gülecek', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Neden', 'geldimki', 'ben', 'ankaradan', 'ankara']	['O', 'O', 'O', 'O', 'B-LOCATION']
['Sizin', 'anneniz', 'de', 'yaptigi', 'sarmalari', 'bulup', 'yemeyin', 'diye', 'sakliyo', 'mu', 'yoksa', 'benim', 'annem', 'manyak', 'mi', '?', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Sabri', ""'"", 'den', 'ilk', 'açıklama', 'geldi', '.', 'İyikiDoğdunAslanYürekli', 'SabriSarıoğlu']"	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['Ömer', 'Tuğrul', 'İnançer', 'mutasavvıf', 'ise', 've', 'dinin', 'tasavvuf', 'gibi', 'en', 'yumuşak', 've', 'sevgi', 'dolu', 'yüzü', 'bile', 'böyleyse', ',', 'bu', 'din', 'bitmiş', '.', '.', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['HAYAT', 'BİR', 'YAZIYSA', 'BAŞLIĞI', 'FENERBAHÇE', ""'"", 'DİR', '.']"	['O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O']
['Sizin', 'beni', 'uyandirmayislarinizi', 'seviim']	['O', 'O', 'O', 'O']
['Nazlış', 'aradı', 'sonunda', 'rahatladım']	['B-PERSON', 'O', 'O', 'O']
['kızların', 'çantalarıyla', 'dans', 'etme', 'çabalarına', 'hayran', 'olmamak', 'elde', 'değil']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Ramazan', ""'"", 'da', 'kipo', 'verilir', 'burak', 'almış', ':', 'D']"	['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']
"['#', 'yarıngecolmadan', 'yapılması', 'gereken', 'şeyler', 'genelde', 'hep', 'geç', 'kalınan', ',', ""'"", 'keşke', ""'"", 'lere', 'dönüşüyor', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'SoruCevapİstiyoruzHilmi', 'destekk', 'Hilmi']	['O', 'O', 'O', 'B-PERSON']
['AY', 'AŞKIM', 'KABARDI', 'Bİ', 'AN', 'YAĞMURA', 'YAĞMUR']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['bi', 'kez', 'gülmesem', 'mezarıma', 'iseyin', '.', 's']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Derdiniz', 'ne', 'bilader', '.', 'Adsfhklfv', '.', 'd', '.', 'd', '.', 'd']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Konuğun', 'sözleri', 'kendini', 'bağlar', 'diyen', 'TRT', ',', 'senin', 'zibidi', 'spikerin', 'de', ""'"", 'Allah', 'razı', 'olsun', ""'"", 'diyor', '.', 'Yıllardır', 'bu', 'ülkenin', 'kamburusun', 'HESAP', 'VER', 'TRT']"	['O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Bugune', 'kadar', 'milyon', 'tane', 'fotograf', 'cektirmisimdir', 'sevenlerimle', '.', 'Yollasiniza', 'benle', 'olan', 'fotograflarinizi', 'varsa', ',', 'eglenelim', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
